ItemCode,ItemName,UoMGroupEntry,InventoryUoMEntry
ME02571,HYDRAULIC PUMP (V19.32.802.1),3,4
HE1295,HYDRAULIC PUMP ADAPTER,2,3
HE1247,HYDRAULIC PUMP KOMATSU PC 200-8,2,3
ME01919,HYDRAULIC RUBBER HOSE PIPE WORKING PRESSURE 225 BAR,2,3
EL00578,HYDRAULIC SOLENOID COIL WITH CONNECTOR BODY: ALUMINIUM COIL VOL:-24VDC (ID-23MM  OD-44.83MM  LEN-50.,3,4
HE1202,HYDRAULIC STRAINER -003SC2040,2,3
OT2728,HYDRO FLUORIC ACID,2,3
ME2804,HYDRO MOTOR WITH BRACKET FOR HOUSINGLESS STAND FOR HLS-160NECK,4,5
ME01920,HYDROMETER 800-850,2,3
ME01921,HYDROULIC GEAR PUMP MODEL NO-11222022605,3,4
ME01775,Hacksaw Frame,2,3
ME01790,Half Round File 14 Inch,2,3
ME2784,Hammer 1 Kgs,2,3
HS10051,Hand Gloves ( Cotton ),2,3
HS01024,Hand Sanitizer ( 5 ltr ),2,3
HS01045,Hand Sanitizer Gel ( 500 ml ),2,3
HS01027,Hand Sanitizer Spray,2,3
HS01030,Hand Wash,2,3
IT01191,Hardisk,2,3
OT02686,Hashiya,2,3
RM02785,Heavy Scrap,1,1
FL01007,Hero 4t Plus 10 W30,2,3
ME01850,Hex Nipple 1.25 InchX1.25 Inch,2,3
ME01854,Hex Nipple 1/2 Inch x 1/4 Inch,2,3
ME01856,Hex Nipple 1/2 Inch x 3/8 Inch,2,3
ME01857,Hex Nipple 2 Inch,2,3
ME01860,Hex Nipple 3/4 Inch X 3/4 Inch,2,3
ME01859,Hex Nipple 3/4 x 1 Inch,2,3
ME01863,Hex Nipple 3/8 Inch,2,3
ME01861,Hex Nipple 3/8 x 1/2,2,3
ME01862,Hex Nipple 3/8 x 1/4,2,3
OT2723,Hi-Lighter,2,3
MS02629,Hit Spray,2,3
ME01874,Hold Tite,2,3
AR00021,Holder mini MK-III -IMP,2,3
ME01876,Hole Saw Cutter 20 mm,2,3
ME01877,Hole Saw Cutter 22 mm,2,3
ME02566,Horizontal single stage centrifugal pump spares 125 x 100 (200m3/hr),4,5
ME02567,Horizontal single stage centrifugal pump spares 125 x 100 (220m3/hr),4,5
ME02568,Horizontal single stage centrifugal pump spares 125 x 80 (150m3/hr),4,5
ME01879,Hose Clamp 1 Inch,2,3
ME01896,Hose pipe nipple for sms,2,3
ME01904,Hyd. Filter ( S ),2,3
AS00043,Hydraulic Crimping Tool -IMP,4,5
ME01911,Hydraulic Cylinder For 2QC,2,3
ME2801,Hydraulic Hose Pipe 1 Inch,5,6
ME01915,Hydraulic hose for diagonal shear machine cutting 38 x 2200mm long for ccm,2,3
ME01916,Hydraulic hose for diagonal shear machine long travel 38 x 1000mm long for ccm,2,3
ME01917,Hydraulic hose for pusher type cross transfer 19 x 1000mm long for ccm,2,3
ME2803,Hydraulic solenoid coil with connector body: aluminium coil vol:-24vdc (ID-23MM OD-44.83MM LEN-50.,3,4
MS02631,Hydrochloric Acid,9,10
ME02573,IDLE ROLL ASSEMBLY WITH BEARING HOSING & BEARING COVER,2,3
ME02574,IDLER ASSY JS205,3,4
ME02575,IDLER GEAR SHAFT,2,3
ME02577,IDLER GEAR Z-20 CRANE 445023601100,2,3
ME02576,IDLER GEAR Z2 (101083200300),2,3
HE1220,IGNITION SWITCH,2,3
HE01161,IGNITION SWITCH KEY 701/45501,3,4
EL00579,ILPB 230VAC GREEN 1 NO -1 NC BLOCK,2,3
EL00580,ILPB 24 VDC GREEN 1NO-1 NC BLOCK,2,3
EL1471,"IMPACT DRILL MACHINE MODEL:GSB600,600WATT",2,3
EL1287,"IMPACT HAND DRILL MACHINE TYPE:GSB450,450WATT",2,3
ME3104,IMPACT IDLER 203MM LENTH/DIA 90MM,3,4
ME3103,IMPACT IDLER 305MM LENTH/DIA 90MM,3,4
ME02578,IMPELLER DB150/40,3,4
EL1662,IMPELLER FOR 1HP SUBMERSSIBLE PUMP,2,3
ME3518,IMPELLER FOR END SUCTION CENTRIFUGAL PUMP DB 80/16 KB,2,3
ME3917,IMPELLER FOR WATER PUMP 1HP,2,3
EL1593,IMPELLER OF FC UNIT FOR 300KW DC MOTOR,2,3
EL1590,IMPELLER OF FC UNIT FOR 450KW DC MOTOR,2,3
PS2799,IN-OUT WARD REGISTER,2,3
EL00581,INDICATOR,2,3
ME01922,INDICATOR KIT-ZM201SS,2,3
EL00582,INDICATOR LAMP,2,3
ME3383,INDION 225-NA RESIN,9,10
EL1007,"INDUCTIVE PROXIMITY SENSOR,DAI:18 MM",2,3
OT2772,"INDUCTIVE VOLTAGE TRANSFORMER 66/72.5 KV ,50HZ IVT 66/3 KV /110/3V TWO SEC WINDINGS 0.2,0.2,30VA",2,3
EL00583,INDUCTO HIGH PERFORMA AC CAPACITOR IR 104,2,3
EL00584,INDUCTO HIGH PERFORMA DC CAOACITOR IR 37,2,3
EL00585,INDUCTO HIGH PERFORMA SCR 147-3182-PE,2,3
EL00586,INDUCTO HIGH PERFORMA SCR 147-3182-PE.,2,3
EL00587,INDUCTO HIGH PERFORMA SEMICONDUCTOR-W,2,3
EL1533,INDUCTOR FOR SCP PANEL 100MM SCR250HZ,3,4
OT2951,INDUSTRIAL AIR CONDITIONER,4,5
EL1019,"INDUSTRIAL CENTRIFUGAL BLOWER FAN UNIT SET WITH 75 HP MOTOR, BASE FRAME, PULLEY & BELT GUARDS (4700 CFM/1320MMWC)",4,5
EL1469,"INFRARED PYROMETER MODEL:AST A250PL,RANGE:250-1800 DEGREE",4,5
HS01036,INFRARED TEMPERATURE GUN,3,4
EL1042,INHIBITOR CORROSION 10 LTR PR,3,4
IT1216,INKJET PRINTER MACHINE,3,4
ME3860,"INLET VALVE KIT GA90/160 C146 UNLOADER KIT 1,SERVICE KIT PART NO:2906095700",2,3
ME01923,INLINE CHECK VALVE C15-T1-04,2,3
ME2805,INNER LINING PLATE FOR GRINDING MILL,4,5
ME2806,INNER LINING PLATE FOR ROLLER CRUSHER,4,5
ME2807,INPUT PINION FOR H-350 GEAR BOX FOR LT OF 10 TON CRANE,3,4
ME2808,INPUT PINION FOR H-450 GEAR BOX FOR LT OF LT OF 15 TON CRANE,3,4
ME2809,INPUT PINION FOR H-510 GEAR BOX FOR LT OF 25/10 TON CRANE,3,4
ME2810,INPUT PINION FOR H-580 GEAR BOX FOR LT OF 75/25 TON CRANE,3,4
ME2811,INPUT PINION FOR H-580 GEAR BOX FOR MH OF 10 TON CRANE,3,4
ME2812,INPUT PINION FOR H-750 GEAR BOX FOR AH RATIO: 86.16 OF 25/10 TON CRANE,3,4
ME2813,INPUT PINION FOR H-750 GEAR BOX FOR MH RATIO: 37.19 OF 15 TON CRANE,3,4
ME2814,INPUT PINION FOR H-800 GEAR BOX FOR MH OF 25/10 TON & AH OF 75/25 TON CRANE,3,4
ME2815,INPUT PINION FOR V-320 GEAR BOX FOR CT OF 10 TON CRANE,3,4
ME2816,INPUT PINION FOR V-385 GEAR BOX FOR CT OF 15 TON CRANE,3,4
ME2817,INPUT PINION FOR V-485 GEAR BOX FOR CT OF 25/10 TON CRANE,3,4
ME2818,INPUT PINION FOR V-610 GEAR BOX FOR CT OF 75/25 TON CRANE,3,4
ME01924,INPUT SHAFT Z 19 101083200100,2,3
OT02687,INSECT KILLER,3,4
ME3324,INSERT O-RING FOR HOUSING LESS STAND,2,3
ME01268,INSIDE VALVE BUSHING,2,3
AR0095,INSUALTION CASTABLE INSULYTE-13,1,1
AR0094,INSUALTION CASTABLE INSULYTE-7,1,1
EL1435,INSULATING POWDER FOR CIRCULAR MAGNET,1,1
ME2625,INSULATION  TESTER 10KV (MEGGER) MODEL:-MIT 1025 RANGE:- 500V-10KV,2,3
OT2752,INSULATION BRICKS 230 X 115 X 75 COLD FACE,2,3
EL1488,INSULATION PAPER NO:5,5,6
ME01925,INSULATION SHEET 25 X 1000 X 1000 MM,2,3
ME01926,INSULATION SHEET25X 1000X2000MM,2,3
EL1529,INSULATION TESTER 1000V,2,3
EL1528,INSULATION TESTER 500V,2,3
EL00588,INSULATOR ( BOBBIN ),2,3
EL1638,"INTAF POLYGLASS TAPE 1""",7,9
EL0961,INTEGRATED LED DOWN LIGHT 220/240 V AC,2,3
IT1194,INTERCOM ADAPTOR KX-HDV100SX,2,3
IT1189,INTERCOM KX-HDV100,4,5
IT1188,INTERCOM KX-HDV130,4,5
EL00589,INTERFACE MODULE IM-151-3PN 6ES7-151-3AA23-OABO,2,3
CV0386,INTERIOR WALL PRIMER,9,10
ME3111,INTERNAL FULL GEAR SET FOR 180 SERIES GEAR BOX MODEL:SPC 180/34.61/300-38,3,4
ME3110,INTERNAL FULL HELICAL GEAR SET FOR 128 SERIES GEAR BOX MODEL:IPC 128/27.6/200-19,3,4
ME3109,INTERNAL FULL HELICAL GEAR SET FOR 142 SERIES 45RPM MODEL:IPC-142/28.2/200-24,3,4
ME3617,"INTERNAL GEAR SET FOR GEAR BOX PSB-200, 3.27:1 MODEL:2DFID-13",4,5
ME3624,"INTERNAL GEAR SET FOR GEAR BOX PSB-200, 3.27:1 MODEL:DFID-8 GEAR DRIVE",4,5
ME3611,"INTERNAL GEAR SET FOR GEAR BOX PSB-300, 4.56:1 MODEL:2DFID-5M-2",4,5
ME3623,"INTERNAL GEAR SET FOR GEAR BOX PSB-300, 4.56:1 MODEL:DFID-16 GEAR DRIVE",4,5
ME3077,INTERNAL GEAR SET WITH KIT,4,5
PS02734,INWARD REGISTER,2,3
OT2887,ISA65 X 65 X 6,1,1
OT2884,ISMC300,1,1
EL1367,"ISOLATOR JAWS CONTACTS FOR 33KV,400A,3P OFF LOAD GANG OPERATED MANUAL ISOLATOR",4,5
EL1365,"ISOLATOR JAWS FINGER FOR 33KV,400A,3P OFF LOAD GANG OPERATED MANUAL ISOLATOR",2,3
EL1013,ISOLATOR MA TO V CONEVERTER,2,3
EL1014,ISOLATOR V TO MA CONVERTER,2,3
PS02735,ISSUE SLIP PAD,2,3
ME02572,Idle roll assembly (bottam) with bearing  bearing housing for withdrawal straightener,2,3
OT2761,"Idle roll assembly (bottam) with bearing, bearing housing for withdrawal straightener",2,3
PS02733,Index File,2,3
IT01173,Internet Socket,2,3
HE1238,JACK,2,3
ME3326,"JAMURA PLIER 8""",2,3
ME2639,JAW COUPLING MODEL: LOVEJOY L-225 (BORE LENGHT: 55.37 MM/ OD: 127 MM),2,3
ME3472,JAW FLEX COUPLING L-226,2,3
ME01927,JAW FLEX COUPLING RRS 100/100,3,4
ME3875,JAW FLEX COUPLING RRS-190,2,3
ME3463,JAW PLATE FIXED  SIZE:900 X 1100 X140 FOR SLAG CRUSHER,2,3
ME01929,JAW PLATES (MOVING),4,5
OT2838,JCB 205 EXCAVATOR,3,4
HE1169,JCB LOADER TOE PLATE SIZE:120 Inch X40 Inch X 0.98 Inch,2,3
OT2751,JEW STAR METER 2 NOS WITH SOFTWARE & OPTICAL PROBE CABLE COMPLTE TSU-09A5002-2A SR NO 220805651-52,4,5
EL00798,JHALAR LIGHT,2,3
HE1260,JOINT ASSY UNIVERSAL 27200M73811,3,4
EL00590,JOINT KIT STARIGHT THROUGH CABLE 25SQMM,3,4
EL00591,JOINT KIT STARIGHT THROUGH CABLE 35SQMM,3,4
EL00592,JOINT KIT STARIGHT THROUGH CABLE 50SQMM,3,4
EL00593,JOINT KIT STARIGHT THROUGH CABLE 70SQMM,3,4
EL00594,JOINT SET COMPLETE-2 1/2 InchNB PART NO.9095 3633 00,2,3
ME2618,"JOINT SET COMPLETE-2 1/2""NB,PART NO.9095 3633 00",2,3
EL00595,JOINT SET COMPLETE-2.5 InchNB PART NO.9095 3632 00,2,3
ME2622,"JOINT SET COMPLETE-2.5""NB,PART NO.9095 3632 00",2,3
EL1480,"JUMBO DISPLAY FOR LADDLE LOAD SHELL SIZE:60CMX18CM,DOUBLE SIDE",2,3
EL1481,"JUMBO DISPLAY FOR LADDLE LOAD SHELL SIZE:STANDARD,SINGLE SIDE,RTR ID 504",2,3
EL1482,"JUMBO DISPLAY FOR LADDLE LOAD SHELL SIZE:STANDARD,SINGLE SIDE,RTR ID 603",4,5
ME01928,Jaw flex coupling SW-276-FB CPLO-42/75,2,3
FL01004,Jcb engine oil max 4001/3200-15,2,3
FL01003,Jcb hvi hydraulic oil 4002/3000-20,2,3
AS00045,Junction Box,2,3
ME01930,K- OIL SUPER 82.050.10.0.07,9,10
MS02633,KAJU,1,1
MS02634,KARAHI,2,3
MS02635,KARCHHUL,2,3
CV00185,KARNI,2,3
CV00334,KECHI,2,3
FL01023,KEROSENE OIL,9,10
ME2640,KEVAL SORING,2,3
MS02636,KEVAL SPRING,2,3
ME2819,KEY 16 X 60 FOR HLS 160 NECK,3,4
ME3793,"KEY PLATE (IT 03 & 06) FOR ROUGHING MILL 560CRS,24060",2,3
ME01931,KEY PLATE (IT 04) FOR MILL STAND 420CRS BRG 24048,3,4
ME2820,KEY PLATE FOR MILL STAND 360 CRS BRG 24040,3,4
ME01932,KEY STUD 86.04.08.0,2,3
MS02637,KISMIS,1,1
HS10080,KIT CON ROD BRG D10073770,3,4
ME3299,KIT D/S 6QI NBM INSERT (BOLT WITH RUBBER BUSH),2,3
HS10081,KIT ENGINE OVERHAULING D10361800,3,4
HS10082,KIT FILTER ELEMENT 1001CAA1488AN,2,3
ME01933,KIT-DRAIN WSD 250-750 PART NO.2901 0749 00,2,3
ME02273,"KIT-DRAIN WSD 250-750,PART NO.2901 0749 00",2,3
HS10083,KIT-DRAIN WSD 250-750PART NO.2901 0749 00,2,3
ME01934,KIT-MINIMUM PERSSURE VALVE PART NO.2910 3602 00,2,3
ME2608,"KIT-MINIMUM PERSSURE VALVE,PART NO.2910 3602 00",2,3
HS10084,KIT-MINIMUM PERSSURE VALVEPART NO.2910 3602 00,2,3
ME01935,KIT-OIL SEPARATOR GA 90-110(W) PART NO.2906 0564 00,2,3
ME2641,"KIT-OIL SEPARATOR GA 90-110(W),PART NO.2906 0564 00",2,3
HS10085,KIT-OIL SEPARATOR GA 90-110(W)PART NO.2906 0564 00,2,3
ME3626,KLINGER SHEET ( C-4300),22,6
ME3649,KLINGERSIL C-4300 GASKET 3MMX1500MMX4000MM,2,3
OT02688,KODALO BETT,2,3
IT01193,Keyboard,2,3
OT2724,Kitchen & Bathroom ( KTM ),2,3
MS02674,Kitchen Item Exp. ( Mess ),2,3
MS02638,Knife,2,3
AS00046,Kunda Bending Machine-IMP,2,3
ME3557,L HAND CARBIDE TIP TOOL WITH HOLDER 20MM,2,3
ME2821,L O FILTTER -434 L9451037434,2,3
PS2800,LAB ANALYSIS REPORT REGISTER,2,3
SV0013,LAB EXP. (REHEATING),-1,-1
IT1223,LABEL MARKER,2,3
SV0001,LABOUR COST (MELTING),-1,-1
SV0011,LABOUR COST (REHEATING),-1,-1
SV0008,LABOUR COST (Rolling),-1,-1
AR00029,LADDLE NOZZLE 30MM 2QC,2,3
AR0111,LADDLE NOZZLE HOLDER 30MM,3,4
AR00032,LADDLE WELL BLOCK 290 MM 2QC,2,3
ME3885,LAMINATION YOKE FOR 30MT INDUCTION FURNACE,2,3
AR00026,LANCING PIPE 13MM,2,3
AR0117,LANCING PIPE 8MM,2,3
ME3815,LANTERN RING FOR PUMP MODEL:DB 80/16,3,4
IT01194,LAPTOP CHARGER,2,3
OT2953,"LASER CLEANING MACHINE,DXTECH-MCCW 2000W",4,5
IT1232,LASER PRINTER MACHINE,3,4
MS02639,LASUN,1,1
AS00047,LAYBRINTH FOR HLS 160 NECK,3,4
OT2786,LAYBRINTH FOR MILL STAND 360CRS BRG 24040,3,4
AS00048,LAYBRINTH FOR MILL STAND 420CRG 24048,3,4
ME2822,LAYBRINTH FOR ROUGHING MILL STAND 560CRG 24060,3,4
EL1192,LB-215-PANEL-6W-RD-6K,3,4
IT1218,"LCD MONITER 24""",2,3
EL1504,"LEAD ACID BATTERY 160AH,12V",2,3
ME02555,LEAF SPRING RE 25 SP,3,4
ME01936,LEATH GEAR 4MM X TEETH/127 X BORE 32MM XKEY WAY 8 MM,2,3
ME01937,LEATH GEAR 4MM X TEETH/20 X BORE 32MM XKEY WAY 8 MM,2,3
ME01938,LEATH GEAR 4MM X TEETH/40 X BORE 32MM XKEY WAY 8 MM,2,3
ME01939,LEATH GEAR 4MM X TEETH/50 X BORE 32MM XKEY WAY 8 MM,2,3
ME01940,LEATH GEAR 4MM X TEETH/60 X BORE 12MM XKEY WAY 8 MM,2,3
ME01941,LEATHER WASHER (HAND PUMP),2,3
ME01942,LEAVEL INDICATOR,2,3
AS00049,LEC VOLTMETER 0-2400 RL NONE 5 VDC RM163,2,3
EL00598,LED BULB 12 WATT,2,3
EL00596,LED BULB 14 WATT,2,3
EL1096,LED BULB 15 WATT PCB WITH LED DRIVER,2,3
EL00597,LED BULB 20 WATT,2,3
EL00599,LED BULB 5 WATT,2,3
EL00601,LED BULB 50 WATT,2,3
EL00600,LED BULB 9 WATT,2,3
EL1087,LED DRIVER 150 WATT,3,4
EL00604,LED FLOOD LIGHT 100 WATT,2,3
EL00603,LED FLOOD LIGHT 150 WATT,2,3
EL1125,LED FLOOD LIGHT 60W,2,3
EL1229,LED FLOOD LIGHT SET 200WATT,2,3
AS00050,LED MONITOR 43 INCH (KONKA),2,3
EL1104,LED PANEL LIGHT 2X2,4,5
EL1088,LED PCB LIGHT 150 WATT,3,4
EL1244,LED SHED LIGHT SET MODEL:HB-UFO-150W,2,3
EL1105,LED SQUARE LIGHT 12W,4,5
EL00605,LED STREET LIGHT 10 WATT,2,3
EL00606,LED STREET LIGHT 100 WATT,2,3
EL00607,LED STREET LIGHT 30 WATT,2,3
EL00608,LED STREET LIGHT 50 WATT,2,3
HS10054,LEG GUARD,2,3
OT2811,LENS BICONVEX SUPRASIL,3,4
OT2804,LENS KIT UV OPTIC,3,4
EL1273,LEVER BLOCK SET CAPACITY-02 TON,4,5
ME01944,LH ADJUSTING TRUNNION RE 110 AB,3,4
ME01945,LH ADJUSTING TRUNNION RE 25 SP,3,4
ME01946,LH ADJUSTING TRUNNION RE 40 B,3,4
ME01947,LH ADJUSTING TRUNNION RE 55 B,3,4
ME01948,LH ADJUSTING TRUNNION RE 75 AB,3,4
ME01949,LH ADJUSTING TRUNNION RE 90 B,3,4
ME01950,LH ECCENTRIC GEAR RTO 0B,3,4
ME01951,LH ECCENTRIC GEAR RTO 1.5 B,3,4
ME01952,LH ECCENTRIC GEAR RTO 1B,3,4
ME01953,LH ECCENTRIC GEAR RTO 2B,3,4
ME01954,LH ECCENTRIC GEAR RTO 3B,3,4
EL00609,LIFT CONTACTOR 100A,2,3
EL00610,LIFT CONTACTOR 300A 2 POLE,2,3
EL1108,LIGHT 3W,4,5
EL1106,LIGHT 7W,4,5
AS00051,LIGHTING TRANSFORMER 2.5KVA 400/415-230V,3,4
EL00611,LIGHTINING KIT 240V DIG,3,4
CV0342,LIME POWDER,1,1
EL00612,LIMIT SWITCH,2,3
EL1140,LIMIT SWITCH BC9 T SIZE:JLSLI,2,3
EL00613,LIMIT SWITCH TYPE-CWLS/ISH/1 (COMMON FOR ALL CRANE),3,4
EL00614,LIMIT SWITCH TYPE-GRLS/60/2SH (COMMON FOR ALL CRANE),3,4
EL00615,LIMIT SWITCH TYPE-LS/2SH/2 (COMMON FOR ALL CRANE),3,4
EL00616,LIMIT SWITCH WLH12-TH,2,3
EL00617,LINCH PIN ( S ),2,3
EL00618,LINE REACTOR FOR 180KW DRIVE PANEL GE-11,2,3
EL00619,LINE REACTOR FOR 180KW DRIVE PANEL GE-13,2,3
EL00620,LINE REACTOR FOR 22KW TC-1  TC-2 -IMP,3,4
EL10025,LINE REACTOR FOR 22KW TC-1 TC-2 -IMP,3,4
EL00621,LINE REACTOR FOR 300KW DRIVE PANEL,2,3
EL00622,LINE REACTOR FOR 450KW DRIVE PANEL,2,3
EL00623,LINE REACTOR FOR 50KW COOLING BED PARKING -IMP,3,4
EL00624,LINE REACTOR FOR 60KW GE-7,2,3
EL00625,LINE REACTOR FOR 90KW GE-10,2,3
ME2642,LINE ROPE -PLASTC,1,1
ME2823,LINER OUTING & O RING SET EXT00005,3,4
HE1265,LINKAGE (WITH BUSH-PIN BOLT),2,3
HE1261,LIQUID GASKET (THREE BOND-1215) 99000M24120-331,3,4
EL1120,"LITHIUM BATTERY CR2032,3V",2,3
ME3401,LITHIUM COMPLEX HIGH TEMPERATURE HIGH SPEED GREASE 180 DEGREE,1,1
ME3277,LOAD CELL ZEMIC LC 500KG,2,3
IT1214,"LOADCELL FOR EQUAL DIGITAL WEIGHING SCALE MODEL:UEP-23,1000KGS",2,3
ME2824,LOCATING PIN FOR DISC SPRING FOR HLS-160 NECK,3,4
ME3080,LOCATING RINGS FRB-5.1/200,2,3
HE01117,LOCK (AUTOMOBIL),2,3
ME01955,LOCK CLIVES WITH PIN,3,4
ME01956,LOCK CYLINDER,3,4
HS10086,LOCK NUT (AUTOMOBIL),2,3
ME01957,LOCK NUT+NYLON INSERT-M16 PART NO.0291 1114 00,2,3
ME2617,"LOCK NUT+NYLON INSERT-M16,PART NO.0291 1114 00",2,3
ME2621,"LOCK NUT+NYLON INSERT-M16,PART NO.0291 1114 00",2,3
ME2825,LOCK PLATE FOR HLS 160 NECK,3,4
ME02579,LOCKABLE CAM SWITCH 4 POLE 2 WAY,2,3
ME02580,LOCKING PIN RE 110 AB,3,4
ME02581,LOCKING PIN RE 25 SP,3,4
ME02582,LOCKING PIN RE 40 B,3,4
ME02583,LOCKING PIN RE 55 B,3,4
ME02584,LOCKING PIN RE 75 AB,3,4
ME02585,LOCKING PIN RE 90 B,3,4
ME02586,LOCKING PIN RTO 0B,3,4
ME02587,LOCKING PIN RTO 1.5 B,3,4
ME02588,LOCKING PIN RTO 1B,3,4
ME02589,LOCKING PIN RTO 2B,3,4
ME02590,LOCKING PIN RTO 3B,3,4
EL1540,LOCKING PLIER,2,3
ME02591,LOCKING RING RTO 0B,3,4
ME01958,LOCKING SLEEVE WITH LOCKING NUT,3,4
ME3786,"LOCKING SLEEVE WITH LOCKING RING NUT FOR ROUGHING MILL 560CRS,24060",3,4
ME2826,LOCKING STAR BOLT FOR HLS-160 NECK,3,4
HE1228,LOCKING WASHER,2,3
AR00027,LOLLIPOP SAMPLER TIPS,2,3
EL00626,LOOP SCANNER,2,3
EL00627,LOST PHAE DETECTOR MODULE REV6IP 170 9093REV6,2,3
EL1546,LOW FREQUENCY ONLINE UPS 10KVA,2,3
EL1506,"LOW FREQUENCY ONLINE UPS 5KVA,415VAC",2,3
EL1331,"LOW FREQUENCY SINGLE PHASE ONLINE UPS 2KVA,INPUT 160-280VAC,OUTPUT 230VAC",4,5
ME3844,LOW VACCUM DEHYDRATION MACHINE MODEL:LVDH-900,3,4
FL01005,LPG FILLED CYLINDER,2,3
FL00993,LPG Gas Regulator,2,3
EL00335,"LT CONTROL FORWARD / REVERSE SWITCH ,RATING:32A,THREE PHASE ,VOLT:415 VAC/440 V AV",2,3
ME3716,LT FLOATING SHAFT DIA:50,3,4
ME3717,LT FLOATING SHAFT DIA:75,3,4
EL1410,"LT MCCB PANEL MCCB 500A,TPN",4,5
EL1352,LT PDB PANEL FOR 500KVA ONLINE UPS POWER,4,5
HE1204,LUBE OIL FILTER NG,2,3
ME2827,LUFF CYLINDER 7204666,3,4
EL00628,LUGE FOR TEM.SENSOR CAP PRESS SW & DIC FELH000082,2,3
SV0009,Lab Exp (Rolling),-1,-1
SV0005,Lab Exp. (Melting),-1,-1
AR00024,Laddle Well Block H-205,2,3
AR00023,Lancing Pipe 4 mm,2,3
AR00098,Lauching Pipe ( TEMP.),2,3
PS02736,Leave Application Form,2,3
PS02737,Letter Head,2,3
RM02786,Light Scrap,1,1
RM02787,Light/Tina/Burada,1,1
EL10026,Line Tester,2,3
AS00053,Link Basic 6U Rack,3,4
AS00052,Link basic 6 way PDU,3,4
PS02738,Loading Slip,2,3
FL01006,Lpg Regulator Washer,2,3
ME02592,Lubrication plate for ccm,2,3
ME02037,M-SEAL,2,3
IT1210,M.2 SATA SSD TO USB 3.0 EXTERNAL SSD READER,2,3
RR02797,M.S. WIRE ROD 8 MM,1,1
HE01118,MAGAZINE POCKET FRONT DOOR RH,3,4
EL1081,MAGNET PANEL TRANSFORMER .35KVA,3,4
EL1433,MAGNET TERMINAL SET WITH LUGS (22KW),4,5
EL00629,MAGNETIC CONTACTOR 3P 18AMP WITH 1NO CONTACT,3,4
EL00630,MAGNETIC CONTACTOR 3P 25 AMP WITH 1NC CONTACT,3,4
EL00631,MAGNETIC CONTACTOR 3P 32 AMP WITH 1 NO CONTACT,3,4
EL00632,MAGNETIC CONTACTOR 3P 32 AMP WITH 1NC CONTACT,3,4
EL00633,MAGNETIC CONTACTOR 3RH2140-1AP00  COIL SUPPLY: 220/230VAC MAKE: SIEMENS,2,3
EL1450,"MAGNETIC CONTACTOR 3RT 1056-6,110VAC",2,3
EL1451,"MAGNETIC CONTACTOR 3RT 2047-1AG20,110VAC",2,3
EL1204,"MAGNETIC CONTACTOR 3TF-35,110VAC",2,3
EL1321,"MAGNETIC CONTACTOR 3TF-35,220VAC",2,3
EL1389,"MAGNETIC CONTACTOR 3TF-46,110VAC",2,3
EL1360,"MAGNETIC CONTACTOR 3TF-46,220VAC",2,3
EL1388,"MAGNETIC CONTACTOR 3TF-48,110VAC",2,3
EL1390,"MAGNETIC CONTACTOR 3TF-49,110VAC",2,3
EL1233,"MAGNETIC CONTACTOR 3TF-50,110VAC",2,3
EL1035,"MAGNETIC CONTACTOR 3TF-51,110 V AC",4,5
EL1146,"MAGNETIC CONTACTOR 3TF-51,220-240VAC",2,3
EL1622,"MAGNETIC CONTACTOR AX32-30-10,ABB",2,3
EL1358,"MAGNETIC CONTACTOR MNX-225,220VAC",2,3
EL1381,"MAGNETIC CONTACTOR MNX-40,220VAC",2,3
EL1385,"MAGNETIC CONTACTOR MNX-50,220VAC",2,3
EL1380,"MAGNETIC CONTACTOR MNX-70,220VAC",2,3
EL1386,"MAGNETIC CONTACTOR MNX-80,220VAC",2,3
EL1047,"MAGNETIC CONTACTOR MODEL 3TF52,COIL VOLT 110 V AC",2,3
EL1231,"MAGNETIC CONTACTOR NC1-6511,220VAC",4,5
EL1116,"MAGNETIC CONTACTOR TYPE-AX50-30,220VAC",2,3
EL10027,MAGNETIC CONTACTOR TYPE:AX80-30COILVOLT:220/240 V AC,2,3
EL10028,MAGNETIC CONTACTOR TYPE:AX95-30COIL VOLT=220/240V AC MAKE:ABB,2,3
ME3964,MAGNETIC CORE DRILL MACHINE 1200WATT,4,5
ME2828,MAIN & CONNECTING BEARING EXT00007,3,4
EL1053,MAIN 800A MCCB MCC PANEL FOR REHEATING FURNACE PANEL,4,5
HS10087,MAIN BEARING (AUTOMOBIL),2,3
HE01162,MAIN ELENEMT FOR AIR CLEANER 04.586.03.0.00,2,3
HE1192,MAIN IGNITION SWITCH,2,3
ME2969,"MAIN KIT 8000 HRS,PART NO.9095050263 FOR ATLAS COPCO G-110 COMPRESSOR",4,5
EL1008,MAIN MCCB PANEL 800A,4,5
HE1223,MAIN SHAFT,2,3
EL1129,"MAIN SWITCH SDF 200A,TPN",2,3
ME3659,MALE CONN. 1/8''X 8 OD TUBE. FESTO,2,3
AR0104,MANGESITE BRICKS 230 X 115 X 75 MM FRT-2,2,3
EL00634,MASTER CONTROLLER 15 MT CRANE,2,3
EL00635,MASTER CONTROLLER 4/6 SZ-4X6 40 A 415 VAC,2,3
EL00636,MASTER CONTROLLER 5/7 SZ-5X7 40 A 415 VAC,2,3
EL00637,MASTER CONTROLLER FOR CT & LT OF 75/25 TON & 25/10 TON CRANE (CM 4/6),3,4
