ItemCode,ItemName,UoMGroupEntry,InventoryUoMEntry
CV00329,CP NIPPLE 1 Inch,2,3
CV00148,CP NIPPLE 1.1/2 Inch,2,3
CV00328,CP NIPPLE 1.1/2 Inch,2,3
CV00149,CP SINK COCK,2,3
AR00082,CPC (CALCINED PETROLEUM COKE),1,1
AS00020,CPU 1512 6ES7512-1DK01-OABO (MAIN PLC),3,4
CV00107,CPVC ADAPTOR BRASS ( M ) 1.5 Inch,2,3
CV00104,CPVC Adaptor Brass ( F ) 1.5 Inch,2,3
CV00105,CPVC Adaptor Brass ( F ) 2 Inch,2,3
CV00106,CPVC Adaptor Brass ( M ) 1 Inch x 1 Inch,2,3
CV00108,CPVC Adaptor Thread ( M ) 1.5 Inch,2,3
CV00112,CPVC BRASS ELBOW 1 Inch X 1 Inch,2,3
CV00109,CPVC Ball Valve 1.5 Inch,2,3
CV00110,CPVC Ball Valve 2 Inch,2,3
CV00111,CPVC Brass Adaptor Brass ( M ) 1 Inch,2,3
CV00113,CPVC ELBOW 1 Inch,2,3
CV0383,"CPVC ELBOW 3/4""",2,3
CV00116,CPVC END CAP 1 Inch,2,3
CV00114,CPVC Elbow 1.5 Inch,2,3
CV00115,CPVC Elbow 2 Inch,2,3
CV00117,CPVC End Cap 1.5 Inch,2,3
CV00118,CPVC End Cap 2 Inch,2,3
CV00119,CPVC PIPE 1 Inch,2,3
CV00120,CPVC Pipe 1.5 Inch,2,3
CV00121,CPVC Pipe 2 Inch,2,3
CV00122,CPVC R-SOCKET 1 Inch X 3/4 Inch,2,3
CV00123,CPVC R-SOCKET 2 Inch X 1 Inch,2,3
CV00124,CPVC R-SOCKET 2 Inch X 3/4 Inch,2,3
CV00125,CPVC R-SOCKET 4 Inch X 2.1/2 Inch,2,3
CV00126,CPVC R-TEE 1.5 Inch X 1 Inch,2,3
CV00127,CPVC R-Tee 2 Inch X 1 Inch,2,3
CV00128,CPVC R-Tee 2 Inch X 1.5 Inch,2,3
CV00129,CPVC SOCKET 1 Inch,2,3
CV00330,CPVC Socket 1.5 Inch,2,3
CV00131,CPVC Socket 2 Inch,2,3
CV00132,CPVC Solvent Cement,2,3
CV00135,CPVC TANKI NIPPLE 1 Inch,2,3
CV00136,CPVC TEE 1 Inch,2,3
CV00133,CPVC Tank Nipple 1.5 Inch,2,3
CV00134,CPVC Tank Nipple 2 Inch,2,3
CV00137,CPVC Tee 1.5 Inch,2,3
CV00138,CPVC Tee 2 Inch,2,3
CV00139,CPVC UNION 1 Inch,2,3
CV00140,CPVC Union 1.5 Inch,2,3
CV00141,CPVC Union 2 Inch,2,3
ME3718,CRAB ASSEMBLY FLOATING SHAFT DIA:60,3,4
FL00987,CRANE BRAKE OIL N2510025.01,3,4
FL01019,CRANE GEAR OIL 36-2-3-439-20,3,4
ME2736,CRANK SHAFT ASSLY,2,3
ME2737,CRANK SHAFT POLISH EXT000103,3,4
ME2738,CRANKSHAFT E4.286 TCI D10124050,3,4
EL00474,CRC SPRAY,2,3
ME3893,CROP AND COBBLE SHEAR 500MM CRS ARM,4,5
ME3892,CROP AND COBBLE SHEAR 700MM CRS ARM,4,5
ME3527,CROP CUM COBBK SHEAR 700CRS CCS-1 BLADE,4,5
ME01601,CROWN PINION SET FOR COOLING TOWER,4,5
OT02684,CRUCIBLE A-4 SALAMANDER,2,3
OT2719,CRUCIBLE A-4 SALAMANDER ( LAB),2,3
ME3364,CS Bright Bar Round 75mm * 6Mtr,1,1
ME3222,CS CLAMP WITH EYE BOLT 12MM,2,3
OT2874,CS DUAL PLATE WAFER TYPE CHECK VALVE 100MM,2,3
OT2875,CS DUAL PLATE WAFER TYPE CHECK VALVE 150MM,2,3
OT2876,CS DUAL PLATE WAFER TYPE CHECK VALVE 200MM,2,3
OT2877,CS DUAL PLATE WAFER TYPE CHECK VALVE 250MM,2,3
ME01602,CS RESIDUAL SERIES DISC 38 MM X 19 MM,3,4
ME01603,CS ROUND 100 MM,2,3
ME01604,CS ROUND 120 MM,2,3
ME01605,CS ROUND 50 MM,2,3
ME01606,CS ROUND 55 MM,2,3
ME01607,CS ROUND 65 MM,2,3
ME01608,CS ROUND 70 MM ( EN8),2,3
ME01609,CS ROUND 75 MM,2,3
ME01610,CS ROUND 80 MM,2,3
ME01611,CSK BOLT 12 X 50 MM,2,3
ME01612,CSK BOLT 5 X 30 MM,2,3
ME3599,CSK BOLT M8 X 25MM,2,3
ME01613,CSK Bolt 8x20,2,3
ME01614,CSK HEAD BOLT 10X30,2,3
ME01615,CSK HEAD BOLT 10X50,2,3
ME01616,CSK HEAD BOLT 10X60,2,3
ME01617,CSK HEAD BOLT 10X75,2,3
ME01618,CSK HEAD BOLT 12X30,2,3
ME01619,CSK HEAD BOLT 12X40,2,3
ME01620,CSK HEAD BOLT 12X50,2,3
ME01621,CSK HEAD BOLT 12X60,2,3
ME01622,CSK HEAD BOLT 12X75,2,3
ME01623,CSK HEAD BOLT 16X100,2,3
ME01624,CSK HEAD BOLT 16X50,2,3
ME01625,CSK HEAD BOLT 16X75,2,3
ME01626,CSK HEAD BOLT 20X100,2,3
ME01627,CSK HEAD BOLT 20X50,2,3
ME01628,CSK HEAD BOLT 20X75,2,3
ME01629,CSK HEAD BOLT 6X30,2,3
ME01630,CSK HEAD BOLT 6X50,2,3
ME01631,CSK HEAD BOLT 8X30,2,3
ME01632,CSK HEAD BOLT 8X50,2,3
ME01633,CSK HEAD BOLT 8X60,2,3
ME01634,CSK HEAD BOLT 8X75,2,3
EL00475,CT INV 2000/1,2,3
EL00476,CT INV 600/5,3,4
EL1350,CT OPERATED THERMAL OVERLOAD RELAY TYPE:3UA62-30-5D(200-320A),4,5
EL1163,CT USB PROGRAMMING LEAD FOR PC TO AC INVERTER CONNECTION CABLE,2,3
OT2941,CU ARM PVC CABLE 2.5 SQMM X 12CORE,5,6
OT2942,CU ARM PVC CABLE 2.5 SQMM X 4CORE,5,6
OT2943,CU FLEX PVC CABLE 1.5 SQMM X 7CORE,5,6
OT2944,CU FLEX PVC EARTHING LEAD CABLE 50 SQMM X 1CORE,5,6
ME3857,CUBIC BORON NITRIDE TURNING TOOLS TYPE:SQUARE,2,3
CV0408,CULTIVATOR SHOVEL,2,3
HE1276,CUMMUTATOR,2,3
EL1340,CUPPER ARMOURED CABLE 1 SQMM X 2 CORE,5,6
EL1337,CUPPER ARMOURED CABLE 50 SQMM X 3.5 CORE,5,6
ME3843,CUPPER BRAZING ROD 4MM,1,1
EL1423,CUPPER CABLE LUGS 0.75 SQMM PIN TYPE,2,3
EL1424,CUPPER CABLE LUGS 1.0 SQMM PIN TYPE,2,3
EL1295,CUPPER CABLE LUGS 1.5 SQMM PIN TYPE,2,3
EL1294,CUPPER CABLE LUGS 1.5 SQMM RING TYPE,2,3
EL1293,CUPPER CABLE LUGS 2.5 SQMM PIN TYPE,2,3
EL1292,CUPPER CABLE LUGS 2.5 SQMM RING TYPE,2,3
EL1291,CUPPER CABLE LUGS 4 SQMM PIN TYPE,2,3
EL1290,CUPPER CABLE LUGS 4 SQMM RING TYPE,2,3
EL1513,CUPPER CABLE LUGS U TYPE 1.5 SQMM,2,3
EL1512,CUPPER CABLE LUGS U TYPE 4 SQMM,2,3
EL1240,CUPPER EARTHING STRIP 25 X 4MM,22,6
EL1332,CUPPER FLEXIBLE CABLE 0.5 SQMM X 20 CORE,5,6
EL1483,CUPPER FLEXIBLE CABLE 1 SQMM X 16 CORE,5,6
EL1549,CUPPER FLEXIBLE CABLE 10SQMM X 4CORE,5,6
EL1415,CUPPER FLEXIBLE CABLE 150 SQMM SINGLE CORE,5,6
EL1510,CUPPER FLEXIBLE CABLE 25 SQMM X 3 CORE,5,6
EL1505,CUPPER FLEXIBLE CABLE 35 SQMM X 3 CORE,5,6
EL1578,CUPPER FLEXIBLE SHIELDED CABLE 0.75 SQMM X 4 CORE,5,6
EL1416,CUPPER LUGS 150 SQMM RING TYPE,2,3
EL1403,CUPPER PASTE COMPOUND,2,3
EL1170,CUPPER PVC FLEXIBLE CABLE 2.5 SQMMX4CORE,5,6
EL1171,CUPPER PVC HEAT PROOF CABLE 2.5 SQMMX4CORE,5,6
EL1487,CUPPER REWINDING WIRE 35 GAUGE,12,14
EL1408,CUPPER RUBBER INSULATED CABLE 2.5SQMM X 3 CORE,5,6
EL1409,CUPPER RUBBER INSULATED CABLE 2.5SQMM X 4 CORE,5,6
EL1407,CUPPER RUBBER INSULATED CABLE 6SQMM X 4 CORE,5,6
EL1339,CUPPER SHIELDED ARMOURED CABLE 1.5 SQMM X 4 CORE,5,6
EL1341,CUPPER SHIELDED CABLE 1 SQMM X 2 CORE,5,6
EL1176,CUPPER STRAIGHT CABLE LUGS 16SQMM,2,3
EL1177,CUPPER STRAIGHT CABLE LUGS 25SQMM,2,3
EL1178,CUPPER STRAIGHT CABLE LUGS 35SQMM,2,3
EL1334,CUPPER STRIP 25 X 6MM,5,6
EL1486,CUPPER STRIP 25MMX3MM,5,6
EL1550,CUPPER STRIP SIZE:12MM X 2.5MM,5,6
EL00477,CURRENT COLLECTOR ASSEMBLY (COMMON FOR ALL CRANES),3,4
EL1201,CURRENT FEEDBACK CARD FOR DC DRIVE PANNEL MODEL:GE112B-5,2,3
EL00478,CURRENT FEEDBACK CARD GE 112A-5,2,3
EL1250,"CURRENT TRANSFORMER 40/5A,15VA",2,3
OT2768,"CURRENT TRANSFORMER 66/72.5 KV 50HZ 400/1A TWO CORE CL-0.2S ,0.2S,10VA",3,4
EL0973,"CURRENT TRANSFORMER CRT=200/5A,INNER DIA:3 INCH,BURDEN-15 VA",2,3
EL1355,"CURRENT TRANSFORMER CT RATIO:250/5A,15VA",2,3
EL00479,CURRENT TRANSFORMER FOR 110KW DRIVE -IMP,3,4
EL00480,CURRENT TRANSFORMER FOR 180KW DRIVE -IMP,3,4
EL00481,CURRENT TRANSFORMER FOR 22KW DRIVE -IMP,3,4
EL00482,CURRENT TRANSFORMER FOR 280KW DRIVE -IMP,3,4
EL00483,CURRENT TRANSFORMER FOR 300KW DRIVE -IMP,3,4
EL00484,CURRENT TRANSFORMER FOR 450KW DRIVE -IMP,3,4
EL00485,CURRENT TRANSFORMER FOR 50KW DRIVE -IMP,3,4
EL00486,CURRENT TRANSFORMER FOR 60KW DRIVE -IMP,3,4
EL00487,CURRENT TRANSFORMER FOR 90KW DRIVE -IMP,3,4
EL1600,"CURRENT TRANSFORMER RATIO 3200/5A,15VA",2,3
EL1175,"CURRENT TRANSFORMER RATIO 400/5A,15VA",2,3
ME01635,CUT OFF GRINDER MACHINE GCO 14-24J,2,3
HE01076,CUTOUT (AUTOMOBIL),4,5
ME01636,CUTTING NOZZLE 1/16 Inch,2,3
ME2739,CUTTING NOZZLE 1/16 Inch,2,3
ME01637,"CUTTING NOZZLE 1/8 Inch FOR 48"" STRAIGHT CUTTER",2,3
ME01485,CUTTING NOZZLE 3/32,2,3
ME01638,CUTTING NOZZLE 3/64 Inch,2,3
ME2740,CUTTING NOZZLE 3/64 Inch,2,3
ME01641,CUTTING TORCH 18 Inch,2,3
ME2742,CUTTING TOURCH 48  Inch,2,3
ME01643,CUTTING WHEEL 4 Inch (100MM),2,3
ME01645,CYL SEAL KIT F/300MM BORE 140 MM PR,2,3
ME3643,CYL. PNEU 63MM BORE 80MM STROKE,2,3
ME3669,"CYL.300MM BORE 75 3/8"" STR.140 MM PR",2,3
ME01646,CYL.SEAL KIT F/300MM BORE 140MM PR,2,3
ME2631,CYLINDER,2,3
ME3144,CYLINDER COUPLING FOR 2QC SLIDE GATE SYSTEM,2,3
ME01648,CYLINDER PISTON ASSEMBLY 113 X 250 MM,2,3
ME3092,CYLINDER PISTON ONLY FOR CYLINDER ASSEMBLY OF LINING VABRETOR,3,4
ME3634,"CYLINDER SHROUD LHS 30T F.FCE ,MAT'L : ALUMINUM",2,3
ME3635,"CYLINDER SHROUD RHS 30T F.FCE ,MAT'L : ALUMINUM",2,3
ME3491,CYLINDRICAL ROLLER BEARING NJ309 ECP/C3,2,3
ME3342,CYLINDRICAL ROLLER BEARING NU-224 C3/M,2,3
ME3343,CYLINDRICAL ROLLER BEARING NU-234 C3/M,2,3
ME3344,CYLINDRICAL ROLLER BEARING NU-236 C3/M,2,3
OT2829,Cable Lugs 150mm,2,3
PS02716,Calculator,2,3
ME01520,Carbide Tip Tool U-Shape 20-30/32mm-IMp,2,3
ME01527,Carbide Tip Tool V Shape 20-60mm -IMP,2,3
ME2726,Carbide Tip Tool V Shape 5/8 Inch,2,3
ME01525,Carbide Tip Tool V shape 20-40mm -IMP,2,3
ME01526,Carbide Tip tool V Shape 20-50 mm -IMP,2,3
ME01523,Carbide Tip tool V shape 20-25 mm -IMP,2,3
PS02752,Cash Receipt,2,3
RM02782,Cast Iron Scrap,1,1
AR00091,Castable 90S,1,1
ME01537,Casting Speed Indicator,2,3
AS00011,Cat - 6 Cable [ DS - ILN6VE-W CAT-6 ],5,6
ME2728,Center Punch,2,3
ME01540,Ceramic Rope 3mm,1,1
AR00007,Champion Sheet 3 mm,1,1
ME01569,Check Valve 2.5 Inch,2,3
ME01570,Check Valve 3 Inch,2,3
CV00100,Chicken Mess,7,9
ME01573,Chisel Pointed 16-30 Make: Bosch,2,3
ME01574,Chisel Pointed 27vc Make: Bosch,2,3
ME01575,Circlip Plier,2,3
PS02719,Cobra File,2,3
OT2717,Colin,2,3
OT2787,"Colling Tower 415 TR Coolanton Machine With Cooling Tower Water Collection Basin, Make: SUONY",4,5
FL01018,Conbextra - GP2,2,3
CV00094,Concelled 3/4 Inch,2,3
CV00325,Concelled 3/4 Inch,2,3
CV00101,Connection Pipe,2,3
CV00327,Connection Pipe 24 Inch,2,3
CV00102,Connection Pipe 24 Inch,2,3
EL1278,Contractor AF 400-30 ABB,4,5
OT2783,"Control „n"" Relay Panel for above Vacuum Circuit Breaker.",4,5
ME01584,Cooling tower spray nozzle 70 mm,2,3
OT2733,Copper Mould Tube,1,1
ME01585,Copper Pipe 1/2,1,1
ME01587,Copper Plug-IMP,2,3
OT2966,Copper mould tube wastage,-1,-1
PS02721,Correction Pen,2,3
OT02682,Cotton Rope 3 mm,1,1
ME01591,Counter Module (6ES7-138-4DA0-0AB0),2,3
ME01594,Cover Plate 12 Way,2,3
ME01596,Cover Plate 3 Way,2,3
ME01598,Crank Link Single 16001,2,3
ME01599,Crank Link Single 24001,2,3
ME01600,Crank Link Single 32001,2,3
OT2725,Creta SX AT Petrol Titan Grey,2,3
ME01639,Cutting Nozzle 5/64,2,3
ME01640,Cutting Plier 8 Inch -IMP,2,3
ME2741,Cutting Torch,2,3
ME01642,Cutting Wheel 14 Inch,2,3
ME2743,Cutting Wheel 4 Inch,2,3
ME01644,Cutting Wheel 7 Inch,2,3
ME01647,Cylinder Flange For 2 QC,2,3
HE1197,D FILTER 306,2,3
HS10066,D-Filter -306,3,4
ME01687,D-SHACKLE 35 TON,3,4
ME01684,D-Shackle 12 ton,2,3
ME01685,D-Shackle 13.5 ton,2,3
ME01686,D-Shackle 3 ton-IMP,2,3
ME01689,D-Spanner Set,4,5
EL00512,D-TB2 5E 3246094 PHONEX CONTACT END COVER FOR2.5 MM,2,3
EL00513,D-TB4/10E 3246104 PHONEX CONTACT END COVER FOR4-10 MM,2,3
ME01683,D-shackle 10 ton-IMP,2,3
ME01688,D-shackle 5 ton -IMP,2,3
PS2798,DAILY BREAKDOWN AND PRODUCTION RECORD REGISTER,18,20
EL1031,DAY-NIGHT SENSOR OPERATING VOLT 220-250 VAC,2,3
EL00488,DC AMPERE METER 0-30A 30A/75MV 96 X 96 MM,2,3
EL00489,DC AMPERE METER 0-800A 800A/75MV 96 X 96 MM,2,3
EL00490,DC AMPERE METER 1000A 96 X 96MM -IMP,3,4
EL00491,DC AMPERE METER 300 A 96 X 96 MM,2,3
EL00492,DC AMPERE METER 500 A 96 X 96 MM,2,3
EL00493,DC AMPERE METER 75A 96 X 96MM -IMP,3,4
EL00494,DC AMPERE METERE 800A 96 X 96MM -IMP,3,4
EL00495,DC DRIVE MS-18,2,3
EL1209,"DC MOTOR C1-C6, 300KW,750/1500 RPM",2,3
EL1210,"DC MOTOR C7-C16, 450KW,1000/2000 RPM",2,3
EL1212,"DC MOTOR CC2 110KW,600 RPM",2,3
EL1215,"DC MOTOR CONTINUOUS SHEAR 50KW,1500/1750RPM",2,3
EL1216,"DC MOTOR TAIL BRAKE 1 AND 2,  90KW,1750RPM",2,3
EL1213,"DC MOTOR TWIN CHANEL 1 AND 2, 30KW,1500RPM",2,3
EL00496,DC POWER SUPPLY 48V DC 1.3 AMP PHOENIX FEC002150,2,3
EL00497,DC POWER SUPPLY24V DC 5AMP,2,3
EL1222,DC REACTOR MODEL:GE 105,2,3
EL00498,DC VOLT METER 0-500 V 96 X 96 MM,2,3
EL00499,DC VOLT METER 500V 96 X 96 MM,2,3
EL00500,DC VOLTMETER,2,3
ME3547,DEAD CENTER MT-4,2,3
ME3548,DEAD CENTER MT-5,2,3
ME3549,DEAD CENTER MT-6,2,3
ME3431,DEEP GROOVE BALL BEARING 16011-2Z-C3,2,3
ME3742,DEEP GROOVE BALL BEARING 16048 MA C3,2,3
ME3118,DEEP GROOVE BALL BEARING 6008,3,4
ME3224,DEEP GROOVE BALL BEARING 6028,2,3
ME01360,DEEP GROOVE BALL BEARING 6205,2,3
ME3854,DEEP GROOVE BALL BEARING 6213,2,3
ME3339,DEEP GROOVE BALL BEARING 6224-C3,2,3
ME3340,DEEP GROOVE BALL BEARING 6234-M/C3,2,3
ME3341,DEEP GROOVE BALL BEARING 6236-M/C3,2,3
ME3119,DEEP GROOVE BALL BEARING 6303,3,4
ME3300,DEEP GROOVE BALL BEARING 6315,2,3
ME3183,DEEP GROOVE BALL BEARING 6922 ZZ,2,3
MS02621,DEKCHI,2,3
ME3290,DELIVERY DIFFUSER FOR TMT COLD WELL MULTISTAGE CENTRIFUGAL PUMPS-M590L-BD 150X100,2,3
ME01649,DELIVERY VALVE,2,3
IT1208,DESKTOP PC,4,5
EL00501,DI MODULE(6ES7-131-4BF00-0AA0),2,3
ME01651,DIAL CALIPER 300MM,2,3
ME01516,"DIAMOND DRESSER TOOL SIZE:1/2"" X6""X2.OCRT",2,3
ME3591,"DIAPHRAGM VALVE SIZE:1"" FLANGED TYPE",2,3
ME3590,"DIAPHRAGM VALVE SIZE:2"" FLANGED TYPE",2,3
EL1255,DIESEL + PUMP FOR OVER HEAD TANK,4,5
HS10067,DIESEL FILTER,2,3
EL0970,DIESEL GENERATOR REDIATOR COOLANT,9,10
FL00989,DIESEL OIL,9,10
ME3572,"DIFFERENTIAL PRESSURE TRANSMITTER WITH ORIFICE PLATE & ACCESSORIES FOR 8"" WATER PIPE LINE",4,5
ME3492,DIFFUSER WITH GUIDE VANES FOR RKB65/19E PUMP,4,5
EL1353,DIGITAL AMPERE METER TYPE:WL 1110,2,3
EL1126,"DIGITAL CLAMP METER 1000A, TYPE:DT 2250-HZ",2,3
ME3571,"DIGITAL ELECTROMAGNETIC LIQUID WATER MAGNETIC FLOW METER FLANGE TYPE,200NB",4,5
ME3187,DIGITAL INFRARED PYROMETER HAND HELD GUN RANGE TEMP:300°C TO 1800°C,4,5
OT2807,DIGITAL INSULATION TESTER 5000V MD-3125A,3,4
AS00022,DIGITAL MULTI METER CD 800,2,3
ME3090,DIGITAL OXYGEN BOMB CALORI METER BLTE/MBC/1561,3,4
EL1354,DIGITAL VOLT METER TYPE:WL 1120,2,3
EL1113,DIGITAL WEIGHING BALANCE CAPACITY.30KG,2,3
EL1554,DIGITAL WEIGHING MACHINE 5KG,2,3
EL00502,DIMMER,2,3
EL1024,DIN RAIL TERMINAL BLOCK (FTS) 16 SQ.MM,2,3
EL1025,DIN RAIL TERMINAL BLOCK (FTS) 25 SQ.MM,2,3
EL1026,DIN RAIL TERMINAL BLOCK (FTS) 35 SQ.MM,2,3
EL1027,DIN RAIL TERMINAL BLOCK (FTS) 50 SQ.MM,2,3
CV0328,DINNING TABLE SIX SEATER WITH CHAIR,4,5
EL00503,DIODE,2,3
EL00504,DIODE IN 4007,2,3
OT2972,"DIPHENYLAMINE -4 SULFONIC ACID BARIUM SALT,25GM",2,3
ME3831,DIRECT OPERATED PRESSURE RELIEF VALVE DPRH06S315-04,2,3
RM2797,DIRECT REDUCED COAL BASED SPONGE IRON PELLET BASE,1,1
ME3068,DIRECTION CONTROL VALVE MODEL: DSG-01-3C60-D24-N1-50,3,4
ME3914,DIRECTION CONTROL VALVE MODEL:4 WE 6 G60 FOR HYDRAULIC POKER,2,3
ME3069,DIRECTION CONTROL VALVE MODEL:DMG-03-3C2-50,3,4
ME3805,DIRECTIONAL CONTROL VALVE MODEL:DSG-01-3C4-D24-N1-50,3,4
ME01652,DIRECTIONAL CONTROL VALVE NG06-230VAC  G SPOOL,2,3
ME2745,DIRECTIONAL CONTROL VALVE NG06-230VAC G SPOOL,2,3
HS10068,DISC ASSY REAR WHEEL BR LD10248940,3,4
ME01653,DISC DAMPER 22U-01-21310,3,4
HE1237,DISC DAMPER22U-01-21310,2,3
HE01077,DISC PAD REAR,2,3
ME3756,"DISC SPRING A40,40X20.4X2.25",-1,-1
ME01654,DISC SPRING FOR SCREW DOWN,3,4
ME3864,DISC SPRING WASHER 100 X 51 X 6MM,2,3
ME01655,DISC SPRING WASHER FOR 160MM NECK HOUSINGLESS STAND,2,3
ME3779,"DISC SPRING WASHER FOR CLAMPING CYLINDER CONT.MILL 360MM,C5-C10,24040",3,4
ME3790,"DISC SPRING WASHER FOR CLAMPING CYLINDER CONT.MILL 420MM,C1-C4,24048",2,3
ME3781,"DISC SPRING WASHER FOR CLAMPING CYLINDER HLS C11-C16,160 NECK",3,4
EL00505,DISCHARGE RESISTANCE 1.5OHM,2,3
EL00506,DISCHARGE RESISTANCE 2.2OHM,2,3
EL00507,DISCHARGE RESISTANCE 8.07 OHM,2,3
PS2785,DISPATCH GATE PASS,2,3
EL00508,DISPLAY INDICATOR 4-20/A 4 Inch -IMP,3,4
ME2607,DM WATER,9,10
EL00509,DO MODULE(6ES7-132-4BF00-0AA0),2,3
AR00025,DO not use Lauching Pipe ( TEMP),2,3
ME2746,DOBECKOT 520 F,1,1
ME01656,DOG CHUCK HAVING 20 Inch DAI WIDTH 125 MM BORE 155 MM DOUBLE SLOT AND SEMI STEEL,2,3
OT2792,"DOG CHUCK HAVING 20"" DAI WIDTH 125 MM BORE 155 MM DOUBLE SLOT AND SEMI STEEL",2,3
AS00023,DOME CAMERA 4 MP,2,3
AS00024,DOOR STOPPER,2,3
ME01657,DOUBLE ACTING HEAVY DUTY PNEUMATIC CYLINDER WITH ADJUSTABLE CUSHIONING AT BOTH SIDE,3,4
ME3817,DOUBLE ROW ANGULAR CONTACT BALL BEARING 3212A,3,4
ME01658,DOUBLE SOLENOIDE VALVE MODULE NO : DA6006CNJW,3,4
ME01659,DOUBLE WORM SHAFT RTO 0B,3,4
ME01660,DOUBLE WORM SHAFT RTO 1.5 B,3,4
ME01661,DOUBLE WORM SHAFT RTO 1B,3,4
ME01662,DOUBLE WORM SHAFT RTO 3B,3,4
ME01663,DOUBLEWORM RTO 2B,3,4
HE1222,DOWEL PIN,2,3
HE1262,DOWN ROLLER,2,3
ME3377,DP AIR FILTER TRANSDUCER FOR COMPRESSOR PART NO:1089962518,2,3
IT1203,DP CABLE,2,3
IT1195,DP TO HDMI CONVERTER,2,3
ME3380,DP TRANSDUCER (OIL SEPERATOR) FOR COMPRESSOR PART NO:1089962501,4,5
PS02722,DP-600 Panchang,2,3
ME01664,DRAG CHAIN FOR 15T CRANE,4,5
ME2747,DRAIN VALVE M302830,3,4
HE1214,DRAIN-HYDRAULIC FILTER,2,3
ME2748,DRAW BOLT FITTED WITH DRAW BOLT HYDRAULIC NUT FOR C1 TO C4 24048,3,4
OT2776,DRAW BOLT FITTED WITH DRAW BOLT HYDRAULIC TENSION NUT FOR R1 24060,3,4
ME01665,DRILL BIT 10.5 MM,2,3
ME01666,DRILL BIT 12.5 MM,2,3
ME01671,DRILL BIT 6.5MM,2,3
ME01673,DRILL BIT 7MM,3,4
ME01675,DRILL BIT 8.5MM,2,3
ME01676,DRILL BIT 9MM,3,4
ME01677,DRILL SLEEVE 1-2,2,3
ME01680,DRILL SOCKET 1-2,2,3
ME01681,DRILL SOCKET 3-4,2,3
ME01682,DRILL SOCKRT 2-3,2,3
EL00510,DRIVE CONTROLLER DC,3,4
ME2749,DRIVE PANEL FRONT SIDE LOCK,2,3
AS00025,DRIVE ROLL ASSMBLEY WITH BEARING HOSING & BEARING COVER,2,3
ME3613,"DRIVE SHAFT 34"" WITH BOLT & RUBBER BUSH MODEL:2DFID-13",4,5
ME3676,"DRIVE SHAFT 34"" WITH BOLT AND RUBBER BUSH MODEL:DFID-8 GEAR DRIVE",4,5
ME2750,DRIVE SHAFT ASSEMBLY 34 Inch FOR CT MODEL NO DFID-8 (G.D),4,5
ME2751,DRIVE SHAFT ASSEMBLY DIA 2: X 1565 MM,4,5
ME2752,DRIVE SHAFT ASSEMBLY FOR CT MODEL NO 2DFID-5M2,4,5
ME2753,DRIVE SHAFT ASSEMBLY FOR CT MODEL NO DFID-16 (G.D),4,5
ME3616,DRIVE SHAFT COUPLING BOLT WITH RUBBER BUSH MODEL:2DFID-13,4,5
ME3610,DRIVE SHAFT COUPLING BOLT WITH RUBBER BUSH MODEL:2DFID-5M-2,4,5
ME3619,DRIVE SHAFT COUPLING BOLT WITH RUBBER BUSH MODEL:DFID-16 GEAR DRIVE,4,5
ME3621,DRIVE SHAFT COUPLING BOLT WITH RUBBER BUSH MODEL:DFID-8 GEAR DRIVE,4,5
ME3614,DRIVE SHAFT COUPLING FOR GEAR BOX MODEL:2DFID-13,4,5
ME3608,DRIVE SHAFT COUPLING FOR GEAR BOX MODEL:2DFID-5M-2,4,5
ME3615,DRIVE SHAFT COUPLING FOR MOTOR MODEL:2DFID-13,4,5
ME3609,DRIVE SHAFT COUPLING FOR MOTOR MODEL:2DFID-5M-2,4,5
ME3076,DRIVE SHAFT WITH BOLT & RUBBER BUSH,4,5
EL00511,DROP CONTACTOR 100A 2POLE,2,3
IT01170,DRUM (PRINTER),2,3
IT01165,DRUM UNIT,3,4
IT01190,DUAL USB CELL PHONE CHARGER,2,3
AR0086,"DUMMY BAR BOLT 30X210MM ,GRADE:4.6",1,1
ME3878,"DUPLEX FULL CHAIN LOCK 3/4""",2,3
ME3096,DUPLEX WEBBING SLING BELT CAPACITY-10 MT,2,3
ME3097,DUPLEX WEBBING SLING BELT CAPACITY-3 MT,2,3
ME3095,DUPLEX WEBBING SLING BELT CAPACITY-5 MT,2,3
PS2784,DUPLICATE BOOK NO-00,2,3
PS2783,DUPLICATE BOOK NO.2,2,3
HE01078,DUST COVER (GEAR SHIFTER LEVER ),2,3
ME2754,DUST PLATE,2,3
PS02723,DUSTER,3,4
HE01154,DV- 541,3,4
EL1221,"DYNAMIC BRAKING RESITANCE 1.25KW,300HM MODEL:AL-B 1250-30R",2,3
OT2732,Deep Tube Well (installation),3,4
RM02783,Dehati Scrap,1,1
AS00021,Demolition breaker power: 2000w make: boscho gsh 27vc,4,5
ME01650,Depth Guage 6 Inch,2,3
OT02685,Dettol Liquid,6,8
MS02622,Dhela Nun,19,21
ME2744,Diagonal shear machine gydraulic cylinder for long travel bore 80 x 63 x 1050 mm for ccm,2,3
OT2779,Diagonal shear machine hydraulic cylinder for cutting billet 350 x 200 x 325mm for ccm,2,3
EL0962,Digital to Analog Converter (DAC) IC Part no.DAC8221,2,3
EL10021,Display Indicator 4-20/A 4 Inch -IMP,3,4
OT2753,"Double row spherical roller bearing 24040cck30/w33, id:-200 x od:- 310 x width:-109mm",3,4
